ITEM	X	Y
1249	2.496	451.677826
1250	2.498	463.414368
1251	2.5	474.36853
1252	2.502	486.387756
1253	2.504	496.839172
1254	2.506	506.518311
1255	2.508	515.407654
1256	2.51	525.074524
1257	2.512	533.966309
1258	2.514	543.394775
1259	2.516	552.819336
1260	2.518	562.483276
1261	2.52	573.461426
1262	2.522	583.906372
1263	2.524	593.566528
1264	2.526	603.498962
1265	2.528	612.625488
1266	2.53	623.848572
1267	2.532	633.765564
1268	2.534	643.143005
1269	2.536	653.0578
1270	2.538	664.009521
1271	2.54	674.949951
1272	2.542	686.949219
1273	2.544	698.401123
1274	2.546	709.601379
1275	2.548	721.305115
1276	2.55	732.245239
1277	2.552	741.879028
1278	2.554	752.825623
1279	2.556	761.159546
1280	2.558	770.282593
1281	2.56	778.894592
1282	2.562	786.200439
1283	2.564	794.546143
1284	2.566	802.353394
1285	2.568	810.699036
1286	2.57	817.222534
1287	2.572	824.777527
1288	2.574	831.826782
1289	2.576	838.860168
1290	2.578	844.600464
1291	2.58	851.122925
1292	2.582	857.12207
1293	2.584	862.332214
1294	2.586	867.557861
1295	2.588	872.503784
1296	2.59	876.669189
1297	2.592	878.789795
1298	2.594	882.430054
1299	2.596	887.600342
1300	2.598	891.75293
1301	2.6	896.670532
1302	2.602	901.077148
1303	2.604	905.749451
1304	2.606	910.17041
1305	2.608	915.614929
1306	2.61	920.282959
1307	2.612	924.695557
1308	2.614	929.366943
1309	2.616	934.03009
1310	2.618	938.442505
1311	2.62	942.593201
1312	2.622	947.29303
1313	2.624	951.184326
1314	2.626	956.360107
1315	2.628	961.057983
1316	2.63	965.469727
1317	2.632	969.641968
1318	2.634	974.584106
1319	2.636	978.489502
1320	2.638	982.92041
1321	2.64	986.577148
1322	2.642	988.925049
1323	2.644	992.595947
1324	2.646	994.685547
1325	2.648	997.049438
1326	2.65	1000.179382
1327	2.652	1002.804688
1328	2.654	1004.912354
1329	2.656	1008.053589
1330	2.658	1011.198059
1331	2.66	1013.81665
1332	2.662	1016.967407
1333	2.664	1018.793335
1334	2.666	1019.862549
1335	2.668	1023.258301
1336	2.67	1025.073853
1337	2.672	1027.183472
1338	2.674	1029.01001
1339	2.676	1032.397339
1340	2.678	1035.005859
1341	2.68	1036.058594
1342	2.682	1038.936646
1343	2.684	1040.503296
1344	2.686	1041.811035
1345	2.688	1043.12207
1346	2.69	1044.952271
1347	2.692	1044.713379
1348	2.694	1046.533936
1349	2.696	1046.543945
1350	2.698	1046.807983
1351	2.7	1047.078735
1352	2.702	1046.317017
1353	2.704	1046.332764
1354	2.706	1045.584106
1355	2.708	1045.077759
1356	2.71	1044.566162
1357	2.712	1043.044922
1358	2.714	1040.460449
1359	2.716	1038.392212
1360	2.718	1036.081421
1361	2.72	1033.760864
1362	2.722	1031.712646
1363	2.724	1029.137695
1364	2.726	1027.600464
1365	2.728	1024.240967
1366	2.73	1021.684448
1367	2.732	1019.625061
1368	2.734	1016.008057
1369	2.736	1012.657104
1370	2.738	1009.032959
1371	2.74	1006.468628
1372	2.742	1003.379028
1373	2.744	999.227661
1374	2.746	996.124207
1375	2.748	991.982544
1376	2.75	988.877686
1377	2.752	986.557617
1378	2.754	983.196716
1379	2.756	979.556213
1380	2.758	976.69519
1381	2.76	973.329346
1382	2.762	969.942322
1383	2.764	966.055054
1384	2.766	961.890991
1385	2.768	958.261963
1386	2.77	954.872253
1387	2.772	950.736206
1388	2.774	949.631226
1389	2.776	946.472534
1390	2.778	943.339172
1391	2.78	939.155518
1392	2.782	936.271851
1393	2.784	933.129517
1394	2.786	929.468262
1395	2.788	925.548706
1396	2.79	923.199829
1397	2.792	919.540771
1398	2.794	915.637451
1399	2.796	911.979492
1400	2.798	908.58197
1401	2.8	905.729736
1402	2.802	901.288513
1403	2.804	899.196289
1404	2.806	895.289551
1405	2.808	892.673279
1406	2.81	889.531494
1407	2.812	887.194275
1408	2.814	884.033813
1409	2.816	881.949097
1410	2.818	879.582642
1411	2.82	877.221313
1412	2.822	875.137024
1413	2.824	873.027832
1414	2.826	870.144958
1415	2.828	868.563721
1416	2.83	866.728882
1417	2.832	865.928589
1418	2.834	864.083679
1419	2.836	862.516846
1420	2.838	861.447388
1421	2.84	860.129944
1422	2.842	860.115845
1423	2.844	858.537964
1424	2.846	857.235229
1425	2.848	856.708069
1426	2.85	855.385498
1427	2.852	854.081909
1428	2.854	853.023926
1429	2.856	852.226929
1430	2.858	852.481079
1431	2.86	851.939209
1432	2.862	852.452637
1433	2.864	853.237122
1434	2.866	852.963989
1435	2.868	854.511658
1436	2.87	855.298706
1437	2.872	856.595215
1438	2.874	858.937317
1439	2.876	859.990723
1440	2.878	862.606201
1441	2.88	864.702637
1442	2.882	866.81604
1443	2.884	868.944946
1444	2.886	871.066895
1445	2.888	873.441833
1446	2.89	875.824829
1447	2.892	880.023193
1448	2.894	884.74353
1449	2.896	887.658936
1450	2.898	892.142273
1451	2.9	896.091675
1452	2.902	900.595764
1453	2.904	904.057007
1454	2.906	907.257935
1455	2.908	911.752686
1456	2.91	914.684326
1457	2.912	919.695679
1458	2.914	923.664063
1459	2.916	929.725586
1460	2.918	933.954163
1461	2.92	938.463318
1462	2.922	942.194519
1463	2.924	946.196045
1464	2.926	949.41394
1465	2.928	952.38623
1466	2.93	954.314941
1467	2.932	955.982727
1468	2.934	958.424805
1469	2.936	959.057129
1470	2.938	960.974609
1471	2.94	962.374268
1472	2.942	963.257202
1473	2.944	963.095825
1474	2.946	964.729858
1475	2.948	967.908569
1476	2.95	972.358032
1477	2.952	976.031738
1478	2.954	977.65155
1479	2.956	978.487549
1480	2.958	975.148193
1481	2.96	970.994751
1482	2.962	965.27887
1483	2.964	959.819214
1484	2.966	954.623413
1485	2.968	949.721924
1486	2.97	941.938843
1487	2.972	933.660156
1488	2.974	923.553589
1489	2.976	910.815552
1490	2.978	896.526978
1491	2.98	881.171753
1492	2.982	865.274902
1493	2.984	848.34314
1494	2.986	830.125244
1495	2.988	809.570068
1496	2.99	787.175415
1497	2.992	764.77887
1498	2.994	739.260498
1499	2.996	714.48877
1500	2.998	685.534668
1501	3	658.128967
1502	3.002	630.963196
1503	3.004	600.426208
1504	3.006	567.790283
1505	3.008	535.664063
1506	3.01	501.184631
1507	3.012	466.425476
1508	3.014	431.68161
1509	3.016	396.395844
1510	3.018	360.047913
1511	3.02	324.740906
1512	3.022	291.512604
1513	3.024	259.594025
1514	3.026	197.508133
1515	3.028	178.061752
1516	3.03	158.099213
1517	3.032	139.706299
1518	3.034	120.780739
1519	3.036	103.165543
1520	3.038	87.135994
1521	3.04	71.633286
1522	3.042	57.698925
1523	3.044	46.658939
1524	3.046	0
1525	3.048	0
1526	3.05	0
1527	3.052	0
1528	3.054	0
1529	3.056	0
1530	3.058	0
1531	3.06	0
1532	3.062	0
1533	3.064	0
1534	3.066	0
1535	3.068	0
1536	3.07	0
1537	3.072	0
1538	3.074	0
1539	3.076	0
1540	3.078	0
1541	3.08	0
1542	3.082	0
1543	3.084	0
1544	3.086	0
1545	3.088	0
1546	3.09	0
1547	3.092	0
1548	3.094	0
1549	3.096	0
1550	3.098	0
1551	3.1	0
1552	3.102	0
1553	3.104	0
1554	3.106	0
1555	3.108	0
1556	3.11	0
1557	3.112	0
1558	3.114	0
1559	3.116	0
1560	3.118	0
1561	3.12	0
1562	3.122	0
1563	3.124	0
1564	3.126	0
1565	3.128	0
1566	3.13	0
1567	3.132	0
1568	3.134	0
1569	3.136	0
1570	3.138	0
1571	3.14	0
1572	3.142	0
1573	3.144	0
1574	3.146	0
1575	3.148	0
1576	3.15	0
1577	3.152	0
1578	3.154	0
1579	3.156	0
1580	3.158	0
1581	3.16	0
1582	3.162	0
1583	3.164	0
1584	3.166	0
1585	3.168	0
1586	3.17	0
1587	3.172	0
1588	3.174	0
1589	3.176	0
1590	3.178	0
1591	3.18	0
1592	3.182	0
1593	3.184	0
1594	3.186	0
1595	3.188	0
1596	3.19	0
1597	3.192	0
1598	3.194	0
1599	3.196	0
1600	3.198	0
1601	3.2	0
1602	3.202	0
1603	3.204	0
1604	3.206	0
1605	3.208	0
1606	3.21	0
1607	3.212	0
1608	3.214	0
1609	3.216	0
1610	3.218	0
1611	3.22	0
1612	3.222	0
1613	3.224	0
1614	3.226	0
1615	3.228	0
1616	3.23	0
1617	3.232	0
1618	3.234	0
1619	3.236	0
1620	3.238	0
1621	3.24	0
1622	3.242	0
1623	3.244	0
1624	3.246	0
1625	3.248	0
1626	3.25	0
1627	3.252	0
1628	3.254	0
1629	3.256	0
1630	3.258	0
1631	3.26	0
1632	3.262	0
1633	3.264	0
1634	3.266	0
1635	3.268	0
1636	3.27	0
1637	3.272	0
1638	3.274	0
1639	3.276	0
1640	3.278	0
1641	3.28	0
1642	3.282	0
1643	3.284	0
1644	3.286	0
1645	3.288	0
1646	3.29	0
1647	3.292	0
1648	3.294	0
1649	3.296	0
1650	3.298	0
1651	3.3	0
1652	3.302	0
1653	3.304	0
1654	3.306	0
1655	3.308	0
1656	3.31	0
1657	3.312	0
1658	3.314	0
1659	3.316	0
1660	3.318	0
1661	3.32	0
1662	3.322	0
1663	3.324	0
1664	3.326	0
1665	3.328	0
1666	3.33	0
1667	3.332	0
1668	3.334	0
1669	3.336	0
1670	3.338	0
1671	3.34	0
1672	3.342	0
1673	3.344	0
1674	3.346	0
1675	3.348	0
1676	3.35	0
1677	3.352	0
1678	3.354	0
1679	3.356	0
1680	3.358	0
1681	3.36	0
1682	3.362	0
1683	3.364	0
1684	3.366	0
1685	3.368	0
1686	3.37	0
1687	3.372	0
1688	3.374	0
1689	3.376	0
1690	3.378	0
1691	3.38	0
1692	3.382	0
1693	3.384	0
1694	3.386	0
1695	3.388	0
1696	3.39	0
1697	3.392	0
1698	3.394	0
1699	3.396	0
1700	3.398	0
1701	3.4	0
1702	3.402	0
1703	3.404	0
1704	3.406	49.891178
1705	3.408	58.664009
1706	3.41	55.783344
1707	3.412	71.021263
1708	3.414	84.022011
1709	3.416	108.265121
1710	3.418	149.264145
1711	3.42	196.580856
1712	3.422	247.840103
1713	3.424	315.435974
1714	3.426	403.811279
1715	3.428	515.605774
1716	3.43	504.700867
1717	3.432	448.33374
1718	3.434	428.628693
1719	3.436	447.790619
1720	3.438	499.335571
1721	3.44	589.927002
1722	3.442	708.949341
1723	3.444	822.298035
1724	3.446	917.173096
1725	3.448	976.143005
1726	3.45	1000.093994
1727	3.452	1007.118286
1728	3.454	1035.871094
1729	3.456	1096.662598
1730	3.458	1182.104492
1731	3.46	1270.372803
1732	3.462	1339.807251
1733	3.464	1374.256958
1734	3.466	1385.163086
1735	3.468	1393.062256
1736	3.47	1418.156982
1737	3.472	1468.422485
1738	3.474	1540.615723
1739	3.476	1630.243042
1740	3.478	1717.618286
1741	3.48	1789.337646
1742	3.482	1840.559814
1743	3.484	1876.050171
1744	3.486	1907.333008
1745	3.488	1930.014526
1746	3.49	1947.435547
1747	3.492	1980.78064
1748	3.494	2014.912842
1749	3.496	2021.609863
1750	3.498	1989.675659
1751	3.5	1927.745361
1752	3.502	1843.202637
1753	3.504	1748.583252
1754	3.506	1665.703369
1755	3.508	1602.128174
1756	3.51	1551.796387
1757	3.512	1503.261841
1758	3.514	1457.341675
1759	3.516	1414.643799
1760	3.518	1377.450562
1761	3.52	1344.749512
1762	3.522	1321.067627
1763	3.524	1309.006592
1764	3.526	1301.015869
1765	3.528	1295.586914
1766	3.53	1289.356201
1767	3.532	1282.568115
1768	3.534	1270.807861
1769	3.536	1259.755859
1770	3.538	1250.23291
1771	3.54	1245.921387
1772	3.542	1243.212891
1773	3.544	1243.371826
1774	3.546	1241.682617
1775	3.548	1238.390015
1776	3.55	1231.137573
1777	3.552	1224.921509
1778	3.554	1219.758545
1779	3.556	1215.627441
1780	3.558	1213.591675
1781	3.56	1211.313965
1782	3.562	1208.039551
1783	3.564	1201.131104
1784	3.566	1192.395996
1785	3.568	1181.825684
1786	3.57	1169.976563
1787	3.572	1156.103516
1788	3.574	1140.981934
1789	3.576	1124.612305
1790	3.578	1107.477539
1791	3.58	1089.079834
1792	3.582	1068.311523
1793	3.584	1046.510254
1794	3.586	1024.962402
1795	3.588	1002.61676
1796	3.59	980.286133
1797	3.592	956.93689
1798	3.594	933.333374
1799	3.596	910.010498
1800	3.598	885.123047
1801	3.6	864.279541
1802	3.602	840.611633
1803	3.604	817.993896
1804	3.606	795.119934
1805	3.608	772.548828
1806	3.61	750.730225
1807	3.612	729.195435
1808	3.614	707.132324
1809	3.616	685.838989
1810	3.618	664.558472
1811	3.62	644.830078
1812	3.622	625.870056
1813	3.624	607.960083
1814	3.626	590.303589
1815	3.628	572.907776
1816	3.63	556.806946
1817	3.632	540.963928
1818	3.634	525.626526
1819	3.636	511.336578
1820	3.638	497.036194
1821	3.64	484.56311
1822	3.642	471.304443
1823	3.644	459.088196
1824	3.646	448.959167
1825	3.648	435.960571
1826	3.65	425.825195
1827	3.652	415.188019
1828	3.654	404.251953
1829	3.656	394.377014
1830	3.658	385.017853
1831	3.66	376.428528
1832	3.662	367.594849
1833	3.664	360.051941
1834	3.666	351.979431
1835	3.668	345.230804
1836	3.67	337.434021
1837	3.672	330.68103
1838	3.674	324.696625
1839	3.676	318.453186
1840	3.678	312.991211
1841	3.68	308.572693
1842	3.682	303.626862
1843	3.684	298.683228
1844	3.686	295.059662
1845	3.688	290.900421
1846	3.69	288.309509
1847	3.692	285.990784
1848	3.694	283.91394
1849	3.696	282.109039
1850	3.698	280.571472
1851	3.7	279.797333
1852	3.702	277.740356
1853	3.704	276.735107
1854	3.706	276.512299
1855	3.708	275.239227
1856	3.71	274.740295
1857	3.712	275.300079
1858	3.714	276.357758
1859	3.716	277.942902
1860	3.718	280.561188
1861	3.72	282.137756
1862	3.722	284.224579
1863	3.724	287.371643
1864	3.726	290.255432
1865	3.728	292.33017
1866	3.73	294.945923
1867	3.732	298.329407
1868	3.734	303.010742
1869	3.736	305.857727
1870	3.738	310.291626
1871	3.74	315.229187
1872	3.742	319.913422
1873	3.744	325.116455
1874	3.746	331.354126
1875	3.748	337.8573
1876	3.75	344.615051
1877	3.752	352.417847
1878	3.754	359.972717
1879	3.756	368.298584
1880	3.758	376.608643
1881	3.76	384.67572
1882	3.762	392.74115
1883	3.764	401.851624
1884	3.766	410.688782
1885	3.768	419.011414
1886	3.77	428.364899
1887	3.772	437.468323
1888	3.774	447.098206
1889	3.776	456.204346
1890	3.778	465.831909
1891	3.78	475.476318
1892	3.782	483.799377
1893	3.784	491.862488
1894	3.786	500.483093
1895	3.788	507.261322
1896	3.79	514.306641
1897	3.792	519.522339
1898	3.794	525.256165
1899	3.796	530.494751
1900	3.798	535.718628
1901	3.8	541.205139
1902	3.802	545.903259
1903	3.804	549.038879
1904	3.806	554.003662
1905	3.808	557.146851
1906	3.81	560.808044
1907	3.812	563.677551
1908	3.814	566.297363
1909	3.816	568.394714
1910	3.818	569.707397
1911	3.82	570.995422
1912	3.822	572.577026
1913	3.824	574.120728
1914	3.826	575.41925
1915	3.828	577.509399
1916	3.83	578.802063
1917	3.832	580.62854
1918	3.834	582.713013
1919	3.836	584.282471
1920	3.838	585.84021
1921	3.84	586.095825
1922	3.842	587.65448
1923	3.844	589.475098
1924	3.846	590.25061
1925	3.848	589.720581
1926	3.85	591.008911
1927	3.852	592.066711
1928	3.854	591.288269
1929	3.856	589.450317
1930	3.858	587.885742
1931	3.86	587.884644
1932	3.862	586.32489
1933	3.864	584.501648
1934	3.866	582.933411
1935	3.868	581.376221
1936	3.87	579.561462
1937	3.872	576.699951
1938	3.874	574.614258
1939	3.876	571.757385
1940	3.878	568.89978
1941	3.88	565.525269
1942	3.882	562.671326
1943	3.884	559.028442
1944	3.886	556.706604
1945	3.888	553.327637
1946	3.89	550.209167
1947	3.892	547.343628
1948	3.894	545.010864
1949	3.896	542.15741
1950	3.898	540.350159
1951	3.9	537.487061
1952	3.902	534.620972
1953	3.904	533.60144
1954	3.906	531.786011
1955	3.908	529.711426
1956	3.91	528.144653
1957	3.912	526.319763
1958	3.914	525.021362
1959	3.916	525.282288
1960	3.918	523.723267
1961	3.92	522.679199
1962	3.922	521.893677
1963	3.924	520.858276
1964	3.926	519.276123
1965	3.928	518.758362
1966	3.93	517.701416
1967	3.932	517.447693
1968	3.934	517.440308
1969	3.936	516.39978
1970	3.938	515.874817
1971	3.94	514.831177
1972	3.942	514.309692
1973	3.944	512.740479
1974	3.946	512.201843
1975	3.948	512.467773
1976	3.95	512.451233
1977	3.952	512.963623
1978	3.954	512.445313
1979	3.956	512.443481
1980	3.958	512.694153
1981	3.96	513.20166
1982	3.962	511.889954
1983	3.964	511.634277
1984	3.966	512.40155
1985	3.968	511.867676
1986	3.97	512.382996
1987	3.972	512.645142
1988	3.974	512.379089
1989	3.976	512.890625
1990	3.978	512.365173
1991	3.98	512.877625
1992	3.982	512.86853
1993	3.984	513.385071
1994	3.986	513.100647
1995	3.988	514.130127
1996	3.99	514.107056
1997	3.992	515.400635
1998	3.994	516.688232
1999	3.996	517.452942
2000	3.998	519.268494
2001	4	520.033081
2002	4.002	521.840393
2003	4.004	522.866028
2004	4.006	525.465759
2005	4.008	526.230957
2006	4.01	528.046814
2007	4.012	529.070251
2008	4.014	530.880737
2009	4.016	532.178711
2010	4.018	533.467957
2011	4.02	535.014404
2012	4.022	536.570068
2013	4.024	537.343201
2014	4.026	538.891663
2015	4.028	539.923889
2016	4.03	542.003113
2017	4.032	543.040955
2018	4.034	544.335022
2019	4.036	545.61615
2020	4.038	547.198242
2021	4.04	547.71521
2022	4.042	549.009583
2023	4.044	549.530884
2024	4.046	550.560547
2025	4.048	551.094849
2026	4.05	550.051758
2027	4.052	550.84082
2028	4.054	550.554749
2029	4.056	551.338501
2030	4.058	550.291382
2031	4.06	550.552063
2032	4.062	550.284119
2033	4.064	549.243774
2034	4.066	549.488403
2035	4.068	549.230042
2036	4.07	547.910645
2037	4.072	548.426086
2038	4.074	547.369507
2039	4.076	546.8526
2040	4.078	547.368164
2041	4.08	547.347412
2042	4.082	546.561096
2043	4.084	546.285889
2044	4.086	545.508301
2045	4.088	546.267212
2046	4.09	545.480347
2047	4.092	545.198486
2048	4.094	544.681885
2049	4.096	545.45636
2050	4.098	544.922607
2051	4.1	544.119446
2052	4.102	544.646729
2053	4.104	544.889038
2054	4.106	544.891174
2055	4.108	544.355164
2056	4.11	543.833252
2057	4.112	544.349854
2058	4.114	543.825867
2059	4.116	542.778442
2060	4.118	542.003906
2061	4.12	542.523254
2062	4.122	542.266174
2063	4.124	542.540527
2064	4.126	541.241455
2065	4.128	540.722534
2066	4.13	541.241638
2067	4.132	540.214478
2068	4.134	539.44458
2069	4.136	538.925293
2070	4.138	538.139404
2071	4.14	537.627075
2072	4.142	538.153809
2073	4.144	536.870667
2074	4.146	537.142578
2075	4.148	537.657959
2076	4.15	536.615601
2077	4.152	537.146851
2078	4.154	536.635315
2079	4.156	536.635193
2080	4.158	537.166321
2081	4.16	537.173218
2082	4.162	536.653931
2083	4.164	536.91449
2084	4.166	537.696777
2085	4.168	536.922852
2086	4.17	537.962036
2087	4.172	537.692139
2088	4.174	538.227539
2089	4.176	538.496277
2090	4.178	538.509888
2091	4.18	539.795654
2092	4.182	539.814331
2093	4.184	539.025757
2094	4.186	540.08252
2095	4.188	539.04657
2096	4.19	540.067261
2097	4.192	539.812927
2098	4.194	540.074829
2099	4.196	539.829346
2100	4.198	539.817566
2101	4.2	539.822021
2102	4.202	539.562622
2103	4.204	539.311462
2104	4.206	539.834717
2105	4.208	539.574036
2106	4.21	540.097168
2107	4.212	539.337158
2108	4.214	539.322998
2109	4.216	540.102905
2110	4.218	539.326172
2111	4.22	539.329956
2112	4.222	539.070435
2113	4.224	538.799866
2114	4.226	538.544861
2115	4.228	539.070801
2116	4.23	538.548279
2117	4.232	539.080688
2118	4.234	539.064148
2119	4.236	539.326233
2120	4.238	539.330811
2121	4.24	539.586304
2122	4.242	540.880249
2123	4.244	541.41156
2124	4.246	541.401733
2125	4.248	542.180664
2126	4.25	542.704468
2127	4.252	542.180725
2128	4.254	541.910278
2129	4.256	542.704346
2130	4.258	542.429932
2131	4.26	542.44043
2132	4.262	541.897034
2133	4.264	542.172485
2134	4.266	541.651489
2135	4.268	541.90686
2136	4.27	541.906982
2137	4.272	542.169495
2138	4.274	542.685791
2139	4.276	543.734375
2140	4.278	542.955139
2141	4.28	542.694702
2142	4.282	542.960205
2143	4.284	542.717712
2144	4.286	543.233826
2145	4.288	543.496033
2146	4.29	543.75708
2147	4.292	544.546265
2148	4.294	543.252014
2149	4.296	543.256104
2150	4.298	542.483887
2151	4.3	542.214539
2152	4.302	542.488464
2153	4.304	543.527283
2154	4.306	543.79541
2155	4.308	544.055847
2156	4.31	543.801453
2157	4.312	543.016113
2158	4.314	542.499023
2159	4.316	542.239136
2160	4.318	543.028137
2161	4.32	543.548889
2162	4.322	543.293762
2163	4.324	543.819458
2164	4.326	543.560913
2165	4.328	542.786133
2166	4.33	543.3125
2167	4.332	543.322449
2168	4.334	543.051392
2169	4.336	542.800293
2170	4.338	543.32135
2171	4.34	543.065796
2172	4.342	541.513062
2173	4.344	541.512329
2174	4.346	539.957764
2175	4.348	538.91748
2176	4.35	539.169189
2177	4.352	538.652161
2178	4.354	539.168091
2179	4.356	538.39502
2180	4.358	537.621948
2181	4.36	537.363403
2182	4.362	537.361877
2183	4.364	536.85083
2184	4.366	537.884155
2185	4.368	537.891541
2186	4.37	537.625305
2187	4.372	538.917419
2188	4.374	538.153687
2189	4.376	538.928162
2190	4.378	539.19104
2191	4.38	539.976013
2192	4.382	540.228027
2193	4.384	540.490479
2194	4.386	539.97229
2195	4.388	540.490845
2196	4.39	540.496338
2197	4.392	540.757507
2198	4.394	540.23645
2199	4.396	540.499084
2200	4.398	540.242249
2201	4.4	540.504395
2202	4.402	541.020935
2203	4.404	541.032776
2204	4.406	540.767212
2205	4.408	540.513428
2206	4.41	541.034363
2207	4.412	539.993774
2208	4.414	540.510864
2209	4.416	539.728027
2210	4.418	540.263611
2211	4.42	539.985718
2212	4.422	539.48407
2213	4.424	538.699585
2214	4.426	539.222046
2215	4.428	538.9599
2216	4.43	538.961731
2217	4.432	539.220093
2218	4.434	539.222107
2219	4.436	538.960388
2220	4.438	539.502197
2221	4.44	538.697876
2222	4.442	538.956604
2223	4.444	539.998352
2224	4.446	539.999268
2225	4.448	541.572205
2226	4.45	542.092102
2227	4.452	543.657654
2228	4.454	543.394836
2229	4.456	543.389709
2230	4.458	543.92688
2231	4.46	543.141602
2232	4.462	544.188599
2233	4.464	544.447205
2234	4.466	544.447327
2235	4.468	544.445557
2236	4.47	544.445618
2237	4.472	543.662964
2238	4.474	543.673584
2239	4.476	543.933228
2240	4.478	543.925476
2241	4.48	543.392456
2242	4.482	543.918823
2243	4.484	543.138672
2244	4.486	542.607178
2245	4.488	542.079834
2246	4.49	542.342407
2247	4.492	541.809204
2248	4.494	542.062439
2249	4.496	541.549194
2250	4.498	541.80835
2251	4.5	541.279053
2252	4.502	541.532043
2253	4.504	540.479797
2254	4.506	539.954163
2255	4.508	540.466553
2256	4.51	539.946472
2257	4.512	539.155396
2258	4.514	539.414917
2259	4.516	538.891174
2260	4.518	538.614258
2261	4.52	537.562683
2262	4.522	537.295288
2263	4.524	538.332703
2264	4.526	538.06897
2265	4.528	537.537659
2266	4.53	538.042725
2267	4.532	537.767334
2268	4.534	537.4953
2269	4.536	537.508362
2270	4.538	537.49646
2271	4.54	537.474243
2272	4.542	537.47052
2273	4.544	537.467896
2274	4.546	537.734131
2275	4.548	537.720093
2276	4.55	537.705872
2277	4.552	537.172241
2278	4.554	537.688782
2279	4.556	536.903564
2280	4.558	536.630859
2281	4.56	536.38147
2282	4.562	536.36261
2283	4.564	535.051819
2284	4.566	534.784912
2285	4.568	533.736206
2286	4.57	533.980591
2287	4.572	534.518066
2288	4.574	533.201538
2289	4.576	532.690857
2290	4.578	533.198608
2291	4.58	532.165649
2292	4.582	532.161621
2293	4.584	531.123901
2294	4.586	531.385376
2295	4.588	531.105286
2296	4.59	531.110413
2297	4.592	531.375061
2298	4.594	530.837891
2299	4.596	531.623352
2300	4.598	531.366577
2301	4.6	531.101379
2302	4.602	531.624146
2303	4.604	532.137695
2304	4.606	531.096069
2305	4.608	532.125488
2306	4.61	532.113403
2307	4.612	532.124146
2308	4.614	533.41626
2309	4.616	533.149658
2310	4.618	534.199829
2311	4.62	533.919556
2312	4.622	534.951111
2313	4.624	534.441223
2314	4.626	535.735474
2315	4.628	535.4776
2316	4.63	535.206848
2317	4.632	535.712341
2318	4.634	535.707886
2319	4.636	536.475891
2320	4.638	536.485657
2321	4.64	536.737793
2322	4.642	536.480957
2323	4.644	536.731445
2324	4.646	536.736694
2325	4.648	536.461365
2326	4.65	536.455139
2327	4.652	536.202026
2328	4.654	536.194336
2329	4.656	537.232605
2330	4.658	537.23645
2331	4.66	536.70813
2332	4.662	537.224915
2333	4.664	537.477173
2334	4.666	538.519531
2335	4.668	537.458618
2336	4.67	537.977173
2337	4.672	537.973511
2338	4.674	537.967957
2339	4.676	538.229004
2340	4.678	538.23407
2341	4.68	538.221252
2342	4.682	538.225281
2343	4.684	537.955811
2344	4.686	538.733154
2345	4.688	538.994568
2346	4.69	538.738953
2347	4.692	539.523499
2348	4.694	539.263306
2349	4.696	539.26532
2350	4.698	540.045471
2351	4.7	539.003296
2352	4.702	539.791016
2353	4.704	539.783752
2354	4.706	540.56134
2355	4.708	540.830688
2356	4.71	541.609375
2357	4.712	540.048706
2358	4.714	540.569397
2359	4.716	540.831177
2360	4.718	540.060547
2361	4.72	539.792969
2362	4.722	540.315735
2363	4.724	539.277222
2364	4.726	539.281616
2365	4.728	540.068848
2366	4.73	539.020813
2367	4.732	539.021423
2368	4.734	539.524048
2369	4.736	539.270081
2370	4.738	540.062378
2371	4.74	540.057251
2372	4.742	540.315552
2373	4.744	540.831726
2374	4.746	540.834656
2375	4.748	540.83667
2376	4.75	541.089233
2377	4.752	541.087524
2378	4.754	0
2379	4.756	0
2380	4.758	0
2381	4.76	0
2382	4.762	0
2383	4.764	0
2384	4.766	0
2385	4.768	0
2386	4.77	0
2387	4.772	0
2388	4.774	0
2389	4.776	0
2390	4.778	0
2391	4.78	0
2392	4.782	0
2393	4.784	0
2394	4.786	0
2395	4.788	0
2396	4.79	0
2397	4.792	0
2398	4.794	0
2399	4.796	0
2400	4.798	0
2401	4.8	0
2402	4.802	0
2403	4.804	0
2404	4.806	0
2405	4.808	0
2406	4.81	0
2407	4.812	0
2408	4.814	0
2409	4.816	0
2410	4.818	0
2411	4.82	0
2412	4.822	0
